,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,Object type,Kepflag,stpropflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,ep_teff,em_teff,logg,ep_logg,em_logg,[Fe/H],ep_[Fe/H],em_[Fe/H],Radius,ep_rad,em_rad,mass,ep_mass,em_mass,rho,ep_rho,em_rho,Distance,ep_d,em_d,E(B-V),ep_E(B-V),em_E(B-V),2MASS Flag,Nearest Neighbor,Nomad ID
1026,1026,1026,1026,1026,1026,240274553,17 43 32.429,-29 55 19.44,1,15.586,,,,17433242-2955194,STAR,J,col,,,,,,,,,,,,,,,,,14.226,0.035,10.376,0.027,8.335,0.025,3207,170,238,0.123,0.175,0.385,0.035,0.3,0.25,157.703,100.072,37.077,1.192,0.535,0.167,3.10E-07,2.61E-07,2.29E-07,9988,4556,1448,13.626,0.331,0.596,AAA-222-111-ss0-0-0,6.2,0600-0663577
1027,1027,1027,1027,1027,1027,240275082,17 43 27.769,-29 55 12.67,1,15.7,,,,17432776-2955126,STAR,J,col,,,,,,,,,,,,,,,,,14.332,0.037,11.004,0.028,9.395,0.027,3422,304,217,0.442,0.28,0.336,0.065,0.35,0.56,102.245,52.937,30.027,1.072,0.496,0.08,8.41E-07,1.40E-06,5.81E-07,9665,3750,2107,11.906,0.432,0.36,BAA-222-111-sss-0-0,7.4,0600-0663282
1028,1028,1028,1028,1028,1028,240275721,17 39 51.299,-29 55 04.71,1,13.423,,,,17395129-2955047,STAR,J,apo,,,,,,,,,,,,,,,,,11.978,0.021,10.929,0.022,10.574,0.021,4564,110,73,2.475,0.126,0.09,0.248,0.1,0.1,11.868,0.996,0.919,1.554,0.415,0.26,8.87E-04,4.28E-04,2.05E-04,3161,402,423,0.899,0.438,0.365,AAA-222-111-000-0-0,7.4,0600-0650760
1029,1029,1029,1029,1029,1029,240276115,17 41 21.557,-29 55 00.11,1,13.044,,,,17412155-2955001,STAR,J,col,,,,,,,,,,,,,,,,,11.512,0.025,8.824,0.025,7.346,0.029,4186,314,566,1.365,0.28,0.728,0.366,0.2,0.4,55.667,28.938,11.551,3.346,1.563,2.345,1.49E-05,1.62E-05,1.27E-05,8176,2543,1652,10.229,0.665,0.931,AAA-221-111-ddd-0-0,8.2,0600-0656485
1030,1030,1030,1030,1030,1030,240276240,17 37 04.029,-29 54 58.75,1,14.097,,,301-138420,17370402-2954587,STAR,BV,rpm,-2.6,2.1,-1.3,2.7,,,15.229,0.02,14.321,0.038,,,,,,,12.034,0.035,11.635,0.05,11.425,0.062,6293,1694,770,3.721,0.365,0.584,0.077,0.12,0.63,3.064,3.952,1.369,1.479,0.919,0.525,0.063,0.194,0.055,1377,1401,609.6,0.593,0.851,0.304,AAA-222-111-000-0-0,8.6,
1031,1031,1031,1031,1031,1031,240276268,17 36 49.103,-29 54 58.48,1,12.574,,,301-138321,17364911-2954585,STAR,BV,rpm,0.8,1.7,-0.5,1.7,,,15.058,0.02,13.021,0.032,,,,,,,8.882,0.019,7.957,0.02,7.659,0.027,4026,210,210,1.378,0.25,0.35,0.156,0.16,0.32,46.006,29.645,11.107,1.768,2.561,0.64,1.82E-05,2.13E-05,1.25E-05,2587,1438,624.6,0.945,0.355,0.355,AAA-111-111-000-0-0,6.4,
1032,1032,1032,1032,1032,1032,240276653,17 34 19.543,-29 54 53.73,1,10.467,,6838-737-1,301-137183,17341954-2954538,STAR,gri,plx,6.6,2.6,1.6,2.3,,,10.513,0.041,10.408,0.052,10.465,0.03,10.468,0.04,10.483,0.06,9.845,0.022,9.759,0.029,9.746,0.029,12444,4060,2706,3.584,0.174,0.145,0.127,0.12,0.12,5.424,1.461,1.003,4.297,1.837,0.919,0.026,0.024,0.011,3637,3497,3497,0.534,0.137,0.114,AAA-222-111-000-0-0,7.3,
1033,1033,1033,1033,1033,1033,240276664,17 40 02.010,-29 54 53.63,1,13.415,,,301-139328,17400202-2954535,STAR,JHK,rpm,-9.4,11.1,-2.5,11.1,,,,,,,,,,,,,10.945,0.023,10.348,0.028,10.008,0.025,4797,147,84,2.623,0.165,0.198,0.139,0.15,0.54,11.041,4.151,1.794,2.269,0.598,1.196,0.001,9.81E-04,5.52E-04,2021,653,324.5,0.866,0.173,0.144,AAA-222-111-000-0-0,6.3,
1034,1034,1034,1034,1034,1034,240276746,17 40 59.904,-29 54 52.71,1,15.316,,,301-139622,17405991-2954527,STAR,BV,rpm,-5.9,3.4,-0.8,3.5,,,16.775,0.09,15.548,0.055,,,,,,,12.709,0.026,12.254,0.022,12.138,0.039,5439,552,230,3.63,0.705,1.269,-0.139,0.3,0.9,2.354,6.221,1.419,0.968,0.376,0.085,0.063,0.76,0.063,1244,3229,745.3,0.415,0.324,0.162,AAA-222-111-000-0-0,7.1,
1035,1035,1035,1035,1035,1035,240276878,17 31 29.774,-29 54 51.25,1,14.444,,,,17312977-2954512,STAR,J,,,,,,,,,,,,,,,,,,13.115,0.046,12.143,0.053,,,,,,,,,,,,,,,,,,,,,,,,,,,AAU-226-220-cc0-0-0,3.3,0600-0619616
1036,1036,1036,1036,1036,1036,240277203,17 42 24.461,-29 54 46.70,1,10.895,,6839-97-1,301-139914,,STAR,gri,,-9.5,3.2,-11.8,3.1,,,12.828,0.35,11.495,0.137,11.98,0.03,10.806,0.04,10.431,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1037,1037,1037,1037,1037,1037,240277332,17 40 06.946,-29 54 45.19,1,13.318,,,301-139346,17400694-2954450,STAR,BV,rpm,-3.4,2.4,2.4,2.4,,,14.633,0.02,13.52,0.033,,,,,,,10.844,0.022,10.509,0.034,10.247,0.021,8583,12264,85,3.659,0.126,0.045,0.213,0.2,0.05,4.039,3.768,0.081,2.733,10.263,0.055,0.041,0.002,0.015,1036,2340,31.09,1.687,0.991,0.001,AAA-222-111-000-0-0,7.8,
1038,1038,1038,1038,1038,1038,240277781,17 29 15.293,-29 54 39.80,1,11.309,,6838-129-1,301-134283,17291529-2954397,STAR,BV,rav,-2.2,3.1,-9,2.9,,,12.006,0.18,11.414,0.142,11.532,0.03,,,,,9.279,0.029,8.78,0.067,8.612,0.021,4859,99,119,2.465,0.19,0.095,-0.112,0.12,0.18,11.464,5.602,0.824,1.997,1.195,0.996,8.91E-04,4.73E-04,3.09E-04,1100,478.3,139.3,0.502,0.25,0.208,AAA-112-111-000-0-0,7,
1039,1039,1039,1039,1039,1039,240279404,17 39 04.330,-29 54 19.16,1,12.59,,,,17390432-2954191,STAR,J,col,,,,,,,,,,,,,,,,,10.953,0.024,9.268,0.026,8.295,0.021,30470,554,12943,3.786,0.205,0.615,0.485,0.15,0.15,9.194,4.299,2.929,15.882,7.817,6.701,0.023,0.033,0.019,6214,2336,821.8,8.941,0.3,0.171,AAA-221-111-000-0-0,7.4,0600-0648033
1040,1040,1040,1040,1040,1040,240279509,17 42 00.825,-29 54 17.89,1,15.053,,,,17420082-2954178,STAR,J,,,,,,,,,,,,,,,,,,13.72,0.048,10.532,0.038,,,,,,,,,,,,,,,,,,,,,,,,,,,AAE-222-222-ccc-0-0,5.4,0600-0658856
1041,1041,1041,1041,1041,1041,240280022,17 42 20.610,-29 54 11.98,1,14.696,,,,17422060-2954119,STAR,J,col,,,,,,,,,,,,,,,,,13.37,0.022,10.256,0.023,8.413,0.021,3605,620,372,0.613,0.686,0.49,0.185,0.25,0.5,91.117,62.062,32.015,1.283,3.916,0.28,1.92E-06,8.17E-06,1.66E-06,9811,3485,2571,11.777,1.106,0.553,AAA-222-122-0cc-0-0,6.1,0600-0659980
1042,1042,1042,1042,1042,1042,240280049,17 40 36.588,-29 54 11.70,1,14.196,,,301-139498,17403659-2954115,STAR,BV,rpm,-3.7,3.4,-6.2,3,,,15.276,0.03,14.406,0.039,,,,,,,12.635,0.039,12.241,0.074,12.05,0.078,5976,516,619,3.936,0.355,0.497,0.026,0.18,0.51,1.781,2.024,0.673,1.234,0.413,0.295,0.152,0.407,0.128,1090,1179,400.8,0.472,0.351,0.195,AAA-222-111-000-0-0,6.5,
1043,1043,1043,1043,1043,1043,240280216,17 28 48.298,-29 54 09.51,1,12.486,,,,17284829-2954095,STAR,J,col,,,,,,,,,,,,,,,,,10.83,0.026,9.524,0.03,8.995,0.025,3363,231,193,0.373,0.294,0.21,0.138,0.3,0.36,107.232,29.643,27.226,1.067,0.259,0.021,7.07E-07,1.21E-06,3.61E-07,8583,1618,2072,1.831,0.256,0.213,AAA-222-111-000-0-0,10.4,0600-0606963
1044,1044,1044,1044,1044,1044,240280516,17 29 12.215,-29 54 05.85,1,10.99,,,301-134253,17291220-2954057,STAR,BV,,-3.8,1.5,-0.4,1.5,,,11.971,0.07,11.173,0.08,11.539,0.03,,,,,9.141,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AUU-200-100-d00-0-0,5.7,
1045,1045,1045,1045,1045,1045,240280863,17 36 51.345,-29 54 01.63,1,14.491,,,301-138336,17365134-2954015,STAR,BV,rpm,1.6,2.1,-0.5,2.1,,,15.892,0.04,14.711,0.042,,,,,,,11.978,0.024,11.526,0.034,11.357,0.034,5366,658,219,2.494,1.309,0.085,-0.816,0.91,0.35,8.497,1.037,5.989,0.904,0.688,0.028,0.001,0.088,3.49E-04,3046,255.7,2012,0.415,0.35,0.125,AAA-222-111-000-0-0,8.9,
1046,1046,1046,1046,1046,1046,240280869,17 37 13.904,-29 54 01.58,1,12.246,,,,17371390-2954015,STAR,J,apo,,,,,,,,,,,,,,,,,10.561,0.021,9.306,0.021,8.847,0.021,4327,157,104,1.99,0.208,0.096,0.243,0.1,0.12,22.745,7.322,7.78,1.884,1.11,0.617,1.44E-04,2.22E-04,4.49E-05,2792,948.2,707.8,0.95,0.634,0.453,AAA-222-111-000-0-0,7.6,0600-0641715
1047,1047,1047,1047,1047,1047,240281001,17 38 45.110,-29 53 59.93,1,14.455,,,301-138995,17384511-2953597,STAR,BV,rpm,-5.4,3.1,-6.4,3.2,,,16.941,0.09,14.902,0.044,,,,,,,10.937,0.02,10.133,0.029,9.879,0.03,4520,192,308,1.992,0.468,0.936,-0.22,0.4,1.68,18.912,23.465,8.586,1.162,0.251,0.293,1.68E-04,6.22E-04,1.58E-04,3092,3589,1309,0.97,0.329,0.395,AAA-222-111-000-0-0,6.3,
1048,1048,1048,1048,1048,1048,240281671,17 38 08.554,-29 53 51.56,1,11.045,,6839-91-1,301-138798,,STAR,BV,,,,,,,,12.819,0.411,11.343,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,1049,1049,1049,1049,1049,240282465,17 37 10.351,-29 53 41.92,1,13.733,,,301-138456,17371035-2953418,STAR,BV,rpm,2.1,3.2,-4.5,4.1,,,15.652,0.03,14.061,0.036,,,,,,,10.536,0.024,9.793,0.022,9.52,0.021,4691,114,171,2.464,0.21,0.21,0.155,0.15,0.18,13.257,5.366,2.281,2.265,0.768,0.922,7.95E-04,6.69E-04,4.13E-04,1870,756.8,379.1,1.127,0.196,0.261,AAA-222-111-000-0-0,6.8,
1050,1050,1050,1050,1050,1050,240282804,17 31 23.454,-29 53 37.62,1,13.119,,,,17312345-2953376,STAR,J,col,,,,,,,,,,,,,,,,,11.606,0.029,10.297,0.029,9.749,0.021,3942,448,448,1.178,0.588,0.588,0.216,0.2,0.48,49.675,29.345,18.448,1.296,1.686,0.355,9.11E-06,5.05E-05,7.21E-06,6088,3042,2345,2.785,0.684,0.684,AAA-222-111-000-0-0,7.5,0601-0620108
1051,1051,1051,1051,1051,1051,240282840,17 42 23.913,-29 53 37.13,1,13.741,,,,17422391-2953371,STAR,J,,,,,,,,,,,,,,,,,,12.353,0.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AEE-222-111-000-0-0,7.1,0601-0661907
1052,1052,1052,1052,1052,1052,240282929,17 38 21.643,-29 53 36.11,1,13.641,,,301-138868,17382165-2953360,STAR,JHK,rpm,-2.8,3.2,-33.3,7.1,,,,,,,,,,,,,12.262,0.043,11.836,0.081,11.721,0.057,5703,369,516,4.4,0.18,0.33,-0.257,0.3,0.6,0.97,0.576,0.218,0.87,0.174,0.096,0.963,0.73,0.684,459.2,264.3,127.3,0.269,0.137,0.114,AAA-222-111-000-0-0,6.3,
1053,1053,1053,1053,1053,1053,240284245,17 31 13.740,-29 53 20.62,1,14.627,,,301-135506,17311374-2953205,STAR,JHK,rpm,-7.4,2.4,-3.3,2.5,,,,,,,,,,,,,11.849,0.032,10.997,0.029,10.7,0.026,4440,239,383,1.86,0.684,0.684,-0.067,0.35,0.91,20.054,16.07,9.961,1.078,0.575,0.203,1.05E-04,8.96E-04,8.92E-05,4601,3619,2263,1.16,0.416,0.416,AAA-222-111-00d-0-0,10.4,
1054,1054,1054,1054,1054,1054,240284832,17 28 02.356,-29 53 13.72,1,9.12,,6838-201-1,301-133680,17280235-2953136,STAR,BV,plx,-4.7,1.6,-36,1.7,,,9.768,0.029,9.211,0.023,,,,,,,8.309,0.024,8.092,0.055,8.001,0.021,6288,234,195,4.302,0.045,0.072,-0.021,0.15,0.18,1.282,0.077,0.06,1.209,0.064,0.115,0.555,0.09,0.105,114.4,6.141,6.141,0,0,0,AAA-111-111-000-0-0,6.4,
1055,1055,1055,1055,1055,1055,240285129,17 34 39.328,-29 53 10.20,1,11.496,,6838-909-1,301-137417,17343934-2953101,STAR,gri,plx,-4.3,3.1,-6.6,2.9,,,12.183,0.187,11.808,0.212,11.918,0.03,11.541,0.04,11.316,0.06,10.458,0.03,10.156,0.04,10.136,0.045,6483,307,255,3.935,0.195,0.273,-0.031,0.15,0.3,1.951,1.213,0.419,1.45,0.369,0.264,0.16,0.162,0.1,1019,866.7,866.7,0.226,0.123,0.077,AAA-222-111-000-0-0,7.8,
1056,1056,1056,1056,1056,1056,240285831,17 41 15.046,-29 53 01.74,1,14.594,,,301-139680,17411504-2953018,STAR,gri,rpm,-1.9,3.1,-3.7,3.2,,,16.112,0.08,14.926,0.03,15.508,0.045,14.538,0.05,14.202,0.075,12.514,0.032,12.142,0.051,11.913,0.093,6378,1102,551,3.725,0.272,0.17,0.116,0.12,0.18,2.843,1.118,1.016,1.64,0.522,0.435,0.061,0.127,0.026,1487,602,542,0.913,0.457,0.254,AAA-222-111-000-0-0,7.1,
1057,1057,1057,1057,1057,1057,240285863,17 39 46.062,-29 53 01.44,1,12.366,,,,17394606-2953014,STAR,J,col,,,,,,,,,,,,,,,,,10.693,0.025,8.709,0.042,7.575,0.036,4423,139,334,1.592,0.366,0.427,0.409,0.15,0.48,51.505,25.807,19.439,4.209,0.972,2.334,2.38E-05,6.70E-05,1.75E-05,7053,5261,2004,7.247,0.254,1.168,AAA-211-111-000-0-0,7.4,0601-0652374
1058,1058,1058,1058,1058,1058,240285893,17 38 20.710,-29 53 01.14,1,11.319,,6839-65-1,301-138863,,STAR,BV,,-1.7,3,3.3,2.8,,,11.954,0.147,11.407,0.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059,1059,1059,1059,1059,1059,240287203,17 28 22.922,-29 52 46.14,1,12.46,,,,17282292-2952461,STAR,J,col,,,,,,,,,,,,,,,,,10.8,0.037,9.557,0.036,8.978,0.032,3360,277,173,0.394,0.368,0.23,0.18,0.25,0.4,102.274,31.313,31.908,1.069,0.353,0.022,8.73E-07,2.24E-06,4.78E-07,8144,2071,2124,1.759,0.326,0.233,AAA-222-112-00c-0-0,5.9,0601-0605101
1060,1060,1060,1060,1060,1060,240287613,17 28 57.189,-29 52 41.53,1,10.917,,6838-416-1,301-134111,17285718-2952415,STAR,gri,plx,4.2,3.2,-8.7,3.1,,,12.404,0.326,11.269,0.134,11.732,0.03,10.827,0.04,10.567,0.06,9.166,0.019,8.607,0.036,8.423,0.021,4908,118,99,2.448,0.256,0.112,-0.257,0.25,0.35,11.316,2.226,1.573,1.193,1.608,0.298,9.06E-04,6.15E-04,2.27E-04,6203,22080,22080,0.239,0.108,0.054,AAA-112-111-000-0-0,4.9,
1061,1061,1061,1061,1061,1061,240288278,17 36 54.188,-29 52 33.58,1,11.481,,6839-19-1,301-138355,17365423-2952333,STAR,BV,rpm,-15.1,3.2,-36.8,3.2,,,12.414,0.286,11.65,0.197,,,,,,,9.95,0.026,9.546,0.032,9.335,0.029,5428,636,199,4.034,0.52,0.312,-0.119,0.16,0.24,1.83,0.484,0.994,1.037,0.28,0.175,0.2,1.26,0.126,307.9,60.57,174.7,0.195,0.382,0.109,AAA-222-111-000-0-0,7.7,
1062,1062,1062,1062,1062,1062,240288689,17 39 20.641,-29 52 28.43,1,11.981,,,,17392064-2952284,STAR,J,col,,,,,,,,,,,,,,,,,10.29,0.032,8.404,0.031,7.347,0.033,4401,306,170,1.666,0.51,1.955,0.14,0.3,0.36,42.019,267.757,17.895,2.692,1.6,0.8,4.17E-05,1.96E-04,4.17E-05,7750,10670,3140,6.753,0.517,0.136,AAA-211-111-00d-0-0,6.7,0601-0650911
1063,1063,1063,1063,1063,1063,240289104,17 29 44.477,-29 52 23.62,1,11.44,,,301-134579,17294448-2952235,STAR,gri,rpm,-14.6,1.2,-27.7,1.1,,,12.18,0.04,11.589,0.03,11.854,0.03,11.376,0.04,11.262,0.06,10.116,0.028,9.814,0.031,9.718,0.029,6080,181,217,4.29,0.12,0.192,-0.134,0.2,0.28,1.19,0.33,0.191,1.072,0.134,0.134,0.601,0.341,0.308,302,142.6,62.55,0.17,0.088,0.055,AAA-222-111-000-0-0,6.7,
1064,1064,1064,1064,1064,1064,240289249,17 38 54.502,-29 52 22.02,1,15.456,,,301-139038,17385451-2952218,STAR,BV,rpm,-3.3,3.6,-5.4,4.4,,,17.554,0.17,15.822,0.06,,,,,,,12.147,0.026,11.672,0.042,11.423,0.034,6403,14584,1302,3.74,0.19,1.254,0.106,0.12,0.87,4.741,4.034,2.179,1.779,6.714,0.883,0.045,0.062,0.044,2527,1072,1483,1.281,1.334,0.89,AAA-222-111-000-0-0,11.8,
1065,1065,1065,1065,1065,1065,240290059,17 37 09.571,-29 52 12.42,1,13.451,,,301-138451,17370957-2952123,STAR,BV,rpm,-1.5,2.1,-5,2.1,,,15.466,0.03,13.799,0.034,,,,,,,10.488,0.026,9.732,0.026,9.503,0.026,4530,190,190,2.399,0.175,0.42,0.08,0.16,0.24,12.639,9.024,2.078,1.431,0.79,0.395,6.59E-04,5.69E-04,5.11E-04,1715,1160,241.8,0.814,0.305,0.254,AAA-222-111-000-0-0,7.1,
1066,1066,1066,1066,1066,1066,240290289,17 41 29.373,-29 52 09.80,1,13.615,,,,17412937-2952098,STAR,J,col,,,,,,,,,,,,,,,,,12.206,0.023,9.647,0.023,8.223,0.036,4483,159,519,1.745,0.342,0.855,0.306,0.25,0.3,37.155,39.584,12.323,3.585,1.011,2.358,5.13E-05,1.13E-04,4.63E-05,8329,5197,1967,10.143,0.32,0.908,AAA-221-111-000-0-0,8.7,0601-0658713
1067,1067,1067,1067,1067,1067,240290856,17 37 07.237,-29 52 02.96,1,10.59,,,301-138442,17370724-2952029,STAR,BV,rpm,0.4,2.1,-0.9,1.3,,,11.123,0.04,10.65,0.03,,,,,,,9.432,0.026,9.237,0.03,9.141,0.029,7615,12619,797,3.528,0.308,0.22,0.1,0.12,0.12,4.963,5.855,1.601,3.265,7.379,1.419,0.028,0.024,0.021,968.4,1442,441.1,0.656,0.824,0.412,AAA-222-111-000-0-0,4.8,
1068,1068,1068,1068,1068,1068,240290939,17 41 19.146,-29 52 01.99,1,14.731,,,301-139699,17411914-2952019,STAR,gri,rpm,-4.4,3.2,-3.6,3.4,,,16.083,0.01,15.063,0.03,15.62,0.046,14.589,0.05,14.349,0.077,12.76,0.022,12.429,0.026,12.254,0.04,7531,3606,1001,3.793,0.276,0.23,0.144,0.14,0.08,3.078,1.222,0.749,2.165,1.727,0.546,0.072,0.108,0.037,1949,698.4,599.4,1.303,0.56,0.35,AAA-222-111-000-0-0,10.6,
1069,1069,1069,1069,1069,1069,240291415,17 39 30.697,-29 51 56.61,1,13.68,,,301-139178,17393069-2951565,STAR,BV,rpm,4.4,2.8,0.1,2.9,,,16.048,0.05,14.102,0.036,,,,,,,10.018,0.022,9.13,0.025,8.895,0.03,4076,166,166,1.454,0.27,0.756,-0.039,0.3,0.84,32.03,34.767,6.067,1.158,0.449,0.32,3.03E-05,4.07E-05,2.75E-05,3224,3138,653.6,0.691,0.235,0.314,AAA-222-111-000-0-0,8.1,
1070,1070,1070,1070,1070,1070,240291558,17 37 13.442,-29 51 54.78,1,11.304,,,301-138473,17371344-2951547,STAR,BV,rpm,-2.7,1,-7.8,2.6,,,11.948,0.04,11.394,0.03,,,,,,,9.985,0.026,9.724,0.032,9.631,0.03,6412,407,254,3.912,0.369,0.246,0.04,0.09,0.15,2.217,0.936,0.955,1.521,0.353,0.353,0.12,0.325,0.067,430,265.4,164.1,0.254,0.098,0.098,AAA-222-111-000-0-0,7.1,
1071,1071,1071,1071,1071,1071,240291580,17 43 29.936,-29 51 54.46,1,12.652,,,301-140098,17432993-2951544,STAR,gri,rpm,12.1,2.3,-47.1,2.4,,,13.75,0.043,12.904,0.031,13.333,0.032,12.633,0.041,12.36,0.061,11.2,0.032,10.765,0.041,10.698,0.055,5556,176,308,4.488,0.091,0.035,-0.221,0.3,0.48,0.871,0.073,0.139,0.865,0.056,0.122,1.254,0.58,0.177,363.4,48.49,121.5,0.267,0.035,0.116,AAA-222-111-000-0-0,4.2,
1072,1072,1072,1072,1072,1072,240291773,17 38 44.934,-29 51 52.45,1,11.955,,,301-138994,17384494-2951523,STAR,BV,rpm,-6,3.2,-3.9,2.4,,,14.669,0.02,12.45,0.031,,,,,,,7.765,0.019,6.805,0.044,6.403,0.018,3575,464,851,0.715,0.43,1.204,0.116,0.15,0.24,93.501,191.48,39.944,1.297,2.323,0.176,2.25E-06,5.20E-06,2.21E-06,2917,2683,1223,0.596,0.652,0.362,AAA-111-111-000-0-0,7.8,
1073,1073,1073,1073,1073,1073,240291981,17 37 11.713,-29 51 49.97,1,9.012,,11/1/39,301-138464,17371171-2951499,STAR,BV,plx,17,1.6,-17.5,2,,,10.441,0.051,9.237,0.024,,,,,,,6.893,0.03,6.272,0.036,6.096,0.021,4657,93,130,2.465,0.19,0.095,-0.021,0.15,0.18,11.265,0.861,1.544,1.39,0.447,0.279,9.52E-04,6.69E-04,2.40E-04,330,27.11,27.11,0.225,0.108,0.077,AAA-111-111-000-0-0,9.2,
1074,1074,1074,1074,1074,1074,240292306,17 37 51.777,-29 51 46.13,1,14.919,,,301-138696,17375176-2951459,STAR,BV,rpm,81.5,3,-70.9,3.2,,,16.87,0.09,15.254,0.049,,,,,,,11.689,0.033,11.054,0.04,10.799,0.046,3907,777,353,4.906,0.15,0.175,-0.308,0.42,0.63,0.353,0.201,0.128,0.367,0.214,0.153,7.849,9.642,4.327,112.3,98.28,52.41,0.078,0.086,0.048,AAA-222-111-000-0-0,6.2,
1075,1075,1075,1075,1075,1075,240292657,17 37 43.771,-29 51 42.19,1,11.09,,6839-67-1,301-138640,17374377-2951420,STAR,BV,plx,-1.2,3,-9.4,2.8,,,11.658,0.098,11.16,0.107,,,,,,,10.014,0.023,9.809,0.027,9.726,0.022,7224,868,542,3.589,0.099,0.066,0.102,0.15,0.18,3.938,0.37,0.402,2.211,0.419,0.179,0.035,0.013,0.006,1109,285.2,285.2,0.418,0.29,0.161,AAA-222-111-000-0-0,6.7,
1076,1076,1076,1076,1076,1076,240292856,17 39 21.515,-29 51 39.93,1,10.702,,6839-79-1,301-139139,17392151-2951400,STAR,BV,plx,2.5,2.7,-0.8,2.5,,,11.017,0.063,10.702,0.072,,,,,,,9.708,0.028,9.549,0.037,9.52,0.029,7162,692,494,3.873,0.126,0.105,0.059,0.15,0.12,2.602,0.365,0.379,1.843,0.195,0.13,0.105,0.059,0.032,494.1,58.96,58.96,0.254,0.133,0.083,AAA-222-111-000-0-0,5.3,
1077,1077,1077,1077,1077,1077,240293268,17 34 59.417,-29 51 35.13,1,11.549,,6839-117-1,301-137607,,STAR,gri,,-3.8,3.6,4.1,3.6,,,12.448,0.27,11.611,0.172,12.061,0.03,11.593,0.04,11.329,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,1078,1078,1078,1078,1078,240294156,17 41 47.481,-29 51 24.99,1,15.166,,,,17414748-2951249,STAR,J,col,,,,,,,,,,,,,,,,,13.829,0.038,10.342,0.032,8.266,0.022,3259,230,164,0.181,0.282,0.282,0.065,0.35,0.42,138.242,77.652,33.616,1.124,0.398,0.117,4.19E-07,5.98E-07,2.75E-07,9813,4106,1442,13.02,0.52,0.52,AAA-222-111-0dd-0-0,6.9,0601-0659769
